timestamp,BTC,ETH,DASH,LTC,ETC,XRP
06/07-99:99,3258468.9263,296803.02521069,166693.40102841,34192.7034522,19561.99183885,318.88617702
06/08-99:99,3022560.4268,285874.56587538,157737.96413698,31386.15202922,19628.18373772,314.24767131
06/09-99:99,3173617.8798,292753.38326878,163904.34514114,33756.95443229,19654.72478734,327.63225161
06/10-99:99,3187110.2769,316051.36536333,168521.3897339,33373.94187604,19646.86500015,321.7247285
06/11-99:99,3305097.5229,372951.91386682,174375.14342685,33843.98629158,21330.73485962,296.74823058
06/12-99:99,3391730.2239,384962.01206144,210289.07843933,37241.54790305,24352.67020706,307.37182897
06/13-99:99,3066858.9965,447591.18190622,198204.5701099,33027.98123804,22932.52903432,289.51638088
06/14-99:99,3087914.2014,440069.02619026,207713.34146354,34517.18657656,23295.18400825,298.43543672
06/15-99:99,2787384.74485517,377273.80219643,179379.19794171,33423.18557878,20751.1911,312.35750001
06/16-99:99,2766153.88092893,388938.05660469,182069.94560357,34257.27762619,20727.564,293.2254864
06/17-99:99,2850232.53927891,403767.27018593,186036.95792446,42148.13271503,20789.6325,296.58025215
06/18-99:99,3037745.23040992,423992.40987012,205825.58451163,51806.44620782,25504.9555,304.3236334
06/19-99:99,2917824.7408979,410336.28865465,218906.45817008,52146.04866833,24940.3833,322.48832616
06/20-99:99,2985540.33898093,412494.10962953,226722.96502164,56497.21802456,26156.1573,335.1534732
06/21-99:99,3147487.23923146,406636.84524576,219599.29748596,54595.86928801,24882.2189,374.203907
06/22-99:99,3109070.54374809,382629.42591497,208222.94401727,54347.38989689,23727.625,342.5926
06/23-99:99,3111194.8345501,374140.6330447,209554.82885252,54820.98317899,23701.4316,339.29414464
06/24-99:99,3112390.59257896,377549.87569278,214491.64848449,54259.92495671,24264.2689,362.24805714
06/25-99:99,2971325.68402608,348768.75969851,204926.02878773,50208.46971699,22662.9545,352.7431558
06/26-99:99,2945854.36739165,321120.6038373,195166.04723304,50378.01482317,24501.096,340.37580463
06/27-99:99,2797295.5148004,282120.21615074,184376.086175,45947.72741123,22307.6736,314.31149376
06/28-99:99,2904807.9687585,322016.16952603,200418.35049939,46254.05333422,21792.145,315.27985445
06/29-99:99,2924990.58108691,361372.21505225,208127.70004467,48330.02258231,22307.5248,319.44284416
06/30-99:99,2852410.89443516,326028.22858197,203891.50463218,47093.00350988,21655.732,300.9654312
07/01-99:99,2861978.33086348,325139.90388199,204049.97186782,47266.36155952,21483.952,301.0948388
07/02-99:99,2781339.88004977,297530.88688755,188127.51890054,44838.78233807,20231.296,291.0648832
07/03-99:99,2873374.08975486,321290.88542429,198491.69917288,47585.94819656,20521.4571,296.29959114
07/04-99:99,2954078.90894372,320558.0865366,205911.93087923,53874.22168349,20584.0551,299.00842566
07/05-99:99,2997028.29580191,309217.83391301,209738.98624343,63706.9818129,20739.0075,293.12165825
07/06-99:99,3014561.11337428,306314.67499257,241093.0722913,61011.55819162,20504.0922,295.53931566
07/07-99:99,3023367.78096876,308705.65054441,242791.70519043,59204.10360775,20787.2632,295.13978516
07/08-99:99,2904732.09805671,279483.54039394,223282.16763811,53290.29711216,19289.2788,276.31199682
07/09-99:99,2965800.88786877,284813.31744619,243224.95273803,61203.75085462,19831.35,275.65923
07/10-99:99,2914572.86170423,275760.46774773,228168.1612174,57134.01688404,18817.3935,269.64319905
07/11-99:99,2748764.1874805,246653.47614529,202887.16678529,53586.85520616,17748.8976,231.91854546
07/12-99:99,2674978.04793594,220556.57107666,188986.49389791,51241.21692298,17021.4292,211.54154056
07/13-99:99,2732059.05366435,252787.55717475,206063.32312833,55480.86066494,22978.4409,235.81183956
07/14-99:99,2689983.26398755,235815.2014941,195119.06536586,52578.39855007,21068.7224,228.76628104
07/15-99:99,2522740.89683391,223297.16850726,183568.19855924,47806.324719,19826.4692,215.18154781
07/16-99:99,2290672.37440956,191817.39905161,158617.2665583,44108.43932942,16744.1081,192.35062334
07/17-99:99,2179880.68213341,175961.65403358,150007.93349383,46447.89453745,16203.106,167.60172395
07/18-99:99,2490791.48127305,213087.89844517,170064.66018251,47837.26951765,17334.2208,200.40887152
07/19-99:99,2602769.7346603,254637.51050413,176982.20851266,49377.91481742,18443.3392,211.49300016
07/20-99:99,2570777.95176861,227021.16947828,176435.34111565,46276.42434442,16946.5164,191.99379768
07/21-99:99,3091555.54848836,251231.41588286,208358.11288482,50330.75269865,17934.2241,210.49664643
07/22-99:99,2977797.57183898,242798.58173463,207809.80130541,51022.25528682,17966.9644,203.84673414
07/23-99:99,3087159.1812196,254187.78080263,212937.20381673,51826.54704751,18148.558,221.2602372
07/24-21:00,3046000,250900,221100,49460,17745,216
07/24-22:00,3054000,249950,254050,49310,17725,216
07/24-23:00,3067000,251200,243650,49780,17760,216
07/25-00:00,3053000,250700,240650,49560,17725,215
07/25-01:00,3060000,250250,239550,49590,17815,215
07/25-02:00,3065000,250800,236000,49660,17810,215
07/25-03:00,3044000,250050,229500,49770,17815,213
07/25-04:00,3048000,250500,229500,49820,17815,214
07/25-05:00,3055000,250300,234700,50000,17790,214
07/25-06:00,3059000,250250,233550,50000,17775,216
07/25-07:00,3048000,250050,231000,50000,17745,214
07/25-08:00,3059000,250200,233200,49880,17780,214
07/25-09:00,3064000,250100,230650,49880,17780,214
07/25-10:00,3077000,250000,228700,50300,17800,214
07/25-11:00,3069000,249650,240000,49930,17760,214
07/25-12:00,3065000,249500,232750,50000,17695,213
07/25-13:00,3053000,248050,234450,49840,17635,213
07/25-14:00,3062000,248800,233550,49880,17630,213
07/25-15:00,3071000,248300,236650,49810,17620,214
07/25-16:00,3039000,247000,230250,49350,17430,211
07/25-17:00,2918000,232100,212050,45700,16205,201
07/25-18:00,3010000,240000,230500,48000,17150,207
07/25-19:00,2972000,237000,227600,47220,16850,204
07/25-20:00,2916000,233850,223250,46790,16515,200
07/25-21:00,2879000,229000,219900,46400,16430,196
07/25-22:00,2812000,225500,214150,45930,16160,191
07/25-23:00,2828000,226200,214550,46360,16225,193
07/26-00:00,2861000,228200,216300,46520,16450,196
07/26-01:00,2870000,230000,217750,46830,16445,198
07/26-02:00,2842000,226950,222800,46600,16325,196
07/26-03:00,2860000,229850,220900,47150,16465,196
07/26-04:00,2810000,225800,217000,46200,16285,193
07/26-05:00,2804000,225800,215100,46080,16185,194
07/26-06:00,2792000,221500,214500,46270,16135,193
07/26-07:00,2889000,226450,218450,47070,16570,195
07/26-08:00,2877000,226350,218350,46870,16370,196
07/26-09:00,2931000,233050,222300,48000,16780,201
07/26-10:00,2950000,235750,223400,48190,16815,203
07/26-11:00,2916000,233800,222100,47680,16620,198
07/26-12:00,2859000,227700,218250,47000,16460,196
07/26-13:00,2859000,227000,219950,47100,16450,195
07/26-14:00,2857000,227600,218600,47080,16355,196
07/26-15:00,2834000,223150,217800,46400,16215,194
07/26-16:00,2776000,219250,212450,45800,16010,191
07/26-17:00,2800000,223050,215500,46570,16140,193
07/26-18:00,2844000,226300,218000,47150,16305,195
07/26-19:00,2827000,225450,217850,47140,16260,195
07/26-20:00,2838000,227150,218300,47170,16440,196
07/26-21:00,2856000,230500,223200,47470,16560,196
07/26-23:01,2831000,227650,221750,47000,16400,195
07/27-00:00,2826000,228000,220900,46940,16290,195
07/27-01:00,2802000,225000,221750,46650,16205,193
07/27-02:00,2796000,225150,221600,46550,16435,193
07/27-03:00,2827000,227050,220000,47170,16400,195
07/27-04:00,2834000,226950,220350,47300,16350,195
07/27-05:00,2832000,227000,222450,47380,16395,195
07/27-06:00,2850000,229350,222800,47400,16375,196
07/27-07:00,2830000,226850,220600,47050,16415,194
07/27-08:00,2848000,228500,221900,47580,16430,195
07/27-09:00,2852000,228550,219900,47380,16500,195
07/27-10:00,2863000,228550,219950,47360,16425,196
07/27-11:00,2863000,228650,219600,47250,16370,195
07/27-12:00,2860000,227350,219450,47080,16300,195
07/27-13:00,2869000,228000,220950,47100,16345,195
07/27-14:00,2891000,228350,221500,47400,16400,196
07/27-15:00,2913000,228650,221700,47300,16400,196
07/27-16:00,2912000,228450,223350,47270,16425,196
07/27-17:00,2872000,226400,220900,46820,16350,195
07/27-18:00,2892000,228300,221800,46990,16360,195
07/27-19:00,2895000,228600,221450,46990,16380,196
07/27-20:00,2902000,228850,221950,47170,16380,196
07/27-21:00,2887000,228300,221000,47000,16370,195
07/27-22:00,2887000,228000,219150,47040,16350,195
07/27-23:00,2892000,228050,219500,46910,16365,194
07/28-00:00,2878000,226550,218200,46700,16360,194
07/28-01:00,2876000,226600,218850,46730,16230,194
07/28-02:00,2880000,226900,218350,46750,16325,193
07/28-03:00,2897000,226850,218000,46850,16300,194
07/28-04:00,2892000,226350,218550,46900,16290,195
07/28-05:00,2893000,226550,219050,46870,16300,194
07/28-06:00,2913000,226100,219100,46900,16310,194
07/28-07:00,2975000,228100,218600,47060,16345,195
07/28-08:00,2995000,228500,220400,47130,16355,196
07/28-09:00,2989000,227800,219200,47080,16340,194
07/28-10:00,3058000,229150,220450,47340,16450,195
07/28-11:00,3047000,228500,220000,47220,16370,194
07/28-12:00,3010000,227550,218600,47140,16305,194
07/28-13:00,3022000,227650,219300,47110,16305,194
07/28-14:00,3023000,227700,218500,47230,16305,194
07/28-15:00,3042000,228300,219250,47170,16305,193
07/28-16:00,3036000,227900,219300,47430,16305,194
07/28-17:00,3085000,227600,219400,47280,16305,193
07/28-18:00,3122000,228000,218500,46950,16305,192
07/28-19:00,3189000,227500,218550,47100,16220,194
07/28-20:00,3155000,226300,218000,47140,16175,193
07/28-21:00,3210000,218450,212650,46390,15860,185
07/28-22:00,3180000,219900,210300,46180,15940,188
07/28-23:00,3147000,222000,211950,46500,16070,190
07/29-00:00,3159000,224150,212700,46480,16195,190
07/29-01:00,3142000,222650,213250,46590,16535,191
07/29-02:00,3159000,221450,212300,46470,16115,189
07/29-03:00,3166000,221400,211900,46410,16100,188
07/29-04:00,3167000,221000,212700,46380,16115,188
07/29-05:00,3157000,221700,213300,46410,16170,188
07/29-06:00,3163000,223200,212800,46430,16180,188
07/29-07:00,3188000,221550,212000,46590,16160,189
07/29-08:00,3183000,220350,211300,46260,15980,188
07/29-09:00,3192000,219750,210700,46240,15995,188
07/29-10:00,3176000,219750,212000,46040,15950,188
07/29-11:00,3142000,216950,207550,45230,15830,186
07/29-12:00,3067000,211800,201900,44230,15515,183
07/29-13:00,3064000,206650,194700,43630,15330,179
07/29-14:00,3078000,208000,188400,43460,15300,179
07/29-15:00,3117000,208750,192850,44150,15425,180
07/29-16:00,3133000,210150,198800,44760,15480,181
07/29-17:00,3113000,207800,196300,44320,15365,179
07/29-18:00,3126000,208700,197200,44500,15385,179
07/29-19:00,3097000,206600,192500,44510,15390,179
07/29-20:00,3068000,205000,191950,43990,15205,178
07/29-21:00,3030000,205000,192400,43830,15245,176
07/29-22:00,3049000,207300,195700,44250,15205,179
07/29-23:00,3044000,205200,195350,44580,15175,178
07/30-00:00,3041000,204900,193750,44110,15195,179
07/30-01:00,3061000,205850,195550,44240,15250,179
07/30-02:00,3065000,206700,194800,44530,15215,180
07/30-03:00,3061000,211100,196800,44670,15405,180
07/30-04:00,3066000,218400,199450,45120,15490,182
07/30-05:00,3056000,219150,199500,45780,15490,186
07/30-06:00,3067000,221600,202000,46460,15655,185
07/30-07:00,3056000,225650,204600,46680,15845,186
07/30-08:00,3059000,228200,211950,46530,16250,187
07/30-09:00,3064000,232800,207600,46170,16130,191
07/30-10:00,3053000,228900,209650,46740,16000,189
07/30-11:00,3056000,228800,207200,46600,15830,189
07/30-12:00,3053000,227350,207100,46430,15820,188
07/30-13:00,3061000,229650,207200,46410,15870,189
07/30-14:00,3066000,228950,206700,46790,15920,190
07/30-15:00,3040000,226150,206400,46200,15720,189
07/30-16:00,3028000,224350,202500,45740,15580,186
07/30-17:00,3036000,224300,202450,45510,15655,188
07/30-18:00,3033000,224100,201950,45590,15600,188
07/30-19:00,3025000,226100,201700,45690,15695,187
07/30-20:00,3018000,226100,201650,45970,15765,188
07/30-21:00,3036000,228850,202000,46300,15850,190
07/30-22:00,3042000,229100,205450,46190,15700,189
07/30-23:00,3060000,229300,203600,46090,15830,189
07/31-00:00,3079000,228900,202000,45700,15830,188
07/31-01:00,3109000,228900,202550,45900,15830,188
07/31-02:00,3089000,228250,203100,46400,15820,188
07/31-03:00,3086000,227700,203200,46460,15820,189
07/31-04:00,3113000,230000,202400,46560,15920,189
07/31-05:00,3091000,228500,201800,46580,15945,189
07/31-06:00,3087000,227700,200800,46600,15900,188
07/31-07:00,3102000,227100,201800,46510,15855,189
07/31-08:00,3096000,224050,200300,45830,15690,187
07/31-09:00,3108000,225200,200000,46050,15665,187
07/31-10:00,3093000,223700,197950,45460,15635,185
07/31-11:00,3060000,220200,197000,45140,15450,183
07/31-12:00,3071000,223200,200150,45440,15570,182
07/31-13:00,3079000,223150,198900,45460,15585,183
07/31-14:00,3064000,222500,197300,45250,15500,183
07/31-15:00,3096000,222550,198600,45590,15505,183
07/31-16:00,3091000,225400,200950,45840,15665,187
07/31-17:00,3106000,224950,200850,45930,15595,186
07/31-18:00,3121000,224200,201500,45750,15615,186
07/31-19:00,3097000,224600,201100,45590,15545,185
07/31-20:00,3112000,223900,199450,45570,15560,186
07/31-21:00,3142000,222850,200400,45440,15580,184
07/31-22:00,3180000,222950,199100,45170,15560,185
07/31-23:00,3135000,229000,202850,48030,16055,188
08/01-00:00,3107000,225800,202950,49710,15935,186
08/01-01:00,3127000,227700,204050,49700,16075,188
08/01-02:00,3150000,230950,204200,49200,16135,190
08/01-03:00,3142000,229600,202900,49820,16040,193
08/01-04:00,3141000,231650,201550,49500,16095,192
08/01-05:00,3169000,228900,203350,49040,16025,192
08/01-06:00,3193000,229650,203500,49350,16050,192
08/01-07:00,3178000,231150,203600,49960,16005,191
08/01-08:00,3164000,232000,206550,49490,15995,190
08/01-09:00,3190000,233800,203450,49880,15975,190
08/01-10:00,3190000,240000,206850,49310,16245,192
08/01-11:00,3190000,240800,206400,49100,16265,192
08/01-12:00,3174000,239700,206050,48870,16195,193
08/01-13:00,3173000,242850,206100,48800,16190,192
08/01-14:00,3123000,245900,208000,49540,16450,193
08/01-15:00,3130000,254000,209500,49700,16600,194
08/01-16:00,3128000,257300,209750,49670,16610,197
08/01-17:00,3046000,247450,205100,48160,16160,192
08/01-18:00,3038000,248500,204000,48380,15990,192
08/01-19:00,3045000,247950,205650,48330,16135,192
08/01-20:00,3068000,247100,206200,48200,16040,191
08/01-21:00,3080000,244950,205200,47720,15995,190
08/01-22:00,3045000,251100,205650,48600,16380,197
08/01-23:00,3033000,247700,203950,48040,16080,193
08/02-00:00,3041000,251050,205100,48100,16215,194
08/02-01:00,3044000,249350,205800,48120,16155,193
08/02-02:00,3068000,250700,206400,48140,16155,193
08/02-09:00,3055000,255450,208150,48690,16485,198
08/02-10:00,3046000,256350,208600,48490,16325,198
08/02-11:00,3052000,254850,208800,48520,16320,198
08/02-12:00,3057000,256900,209200,48760,16450,199
08/02-13:00,3062000,256600,209800,48720,16650,200
08/02-14:00,3084000,256100,210000,48540,16780,198
08/02-15:00,3068000,255800,209000,48410,16935,199
08/02-16:00,3055000,252950,207900,48250,16590,197
08/02-17:00,3048000,252650,209150,48270,16835,198
08/02-18:00,3057000,254050,208800,48550,16825,198
08/02-19:00,3065000,253350,208800,48480,16845,199
08/02-20:00,3050000,249700,207300,48100,16680,198
08/02-21:00,3073000,250350,207900,48510,16665,198
08/02-22:00,3073000,247800,205400,48060,16555,197
08/02-23:00,3042000,248300,206100,47900,16470,196
08/03-00:00,3035000,247900,206900,47840,16475,195
08/03-01:00,3035000,248500,207100,47800,16760,196
08/03-02:00,3046000,252350,207000,48080,16640,197
08/03-03:00,3046000,252150,207400,47920,16705,197
08/03-04:00,3045000,251700,207400,48050,16670,197
08/03-05:00,3038000,251600,208100,48080,16615,197
08/03-06:00,3045000,250500,207550,47930,16615,196
08/03-07:00,3040000,249300,208000,47910,16400,196
08/03-08:00,3040000,249450,207100,47780,16550,197
08/03-09:00,3043000,248450,206400,47600,16515,195
08/03-10:00,3057000,250000,206800,47950,16575,197
08/03-11:00,3048000,249000,206300,47700,16450,196
08/03-12:00,3043000,249000,206200,47650,16500,195
08/03-13:00,3045000,250000,206800,47790,16570,196
08/03-14:00,3048000,249700,207400,47960,16650,195
08/03-15:00,3043000,250200,206900,47890,16660,195
08/03-16:00,3043000,249900,206800,47800,17040,196
08/03-17:00,3048000,253450,207650,47980,17015,197
08/03-18:00,3046000,252700,208150,48330,17090,197
08/03-19:00,3060000,254000,212000,48540,17210,197
08/03-20:00,3064000,255600,210950,48460,17300,197
08/03-21:00,3051000,256350,210200,48480,17190,197
08/03-22:00,3050000,255900,208600,48310,17180,197
08/03-23:00,3053000,253800,208600,48100,17125,197
08/04-00:00,3051000,254650,209000,48280,17185,196
08/04-01:00,3058000,254650,212800,48430,17195,196
08/04-02:00,3075000,254250,211800,48270,17185,198
08/04-03:00,3062000,253050,211250,48150,17100,197
08/04-04:00,3072000,253900,210750,48200,17130,197
08/04-05:00,3078000,254200,212250,48160,17165,197
08/04-06:00,3078000,254100,211750,48190,17195,198
08/04-07:00,3105000,253950,211450,48280,17245,198
08/04-08:00,3103000,254750,211200,48270,17330,197
08/04-09:00,3093000,254500,210550,48380,17290,196
08/04-10:00,3099000,255650,211100,48340,17390,197
08/04-11:00,3084000,256850,211250,48340,17340,197
08/04-12:00,3093000,255750,211950,48380,17345,196
08/04-13:00,3091000,255600,213550,48470,17310,198
08/04-14:00,3085000,255300,212300,48370,17250,197
08/04-15:00,3078000,253400,211200,48160,17145,196
08/04-16:00,3076000,252600,210900,48100,17140,195
08/04-17:00,3091000,254300,211550,48170,17200,195
08/04-18:00,3130000,253100,211150,48120,17120,196
08/04-19:00,3144000,253000,212550,48410,17105,196
08/04-20:00,3150000,252550,212450,48400,17120,196
08/04-21:00,3141000,250450,210800,48340,16930,195
08/04-22:00,3128000,251750,209400,48490,16915,194
08/04-23:00,3149000,252500,211000,48490,16995,194
08/05-00:00,3146000,251400,209900,48420,16880,195
08/05-01:00,3168000,251900,210300,48420,16905,194
08/05-02:00,3155000,252150,210300,48630,16875,195
08/05-03:00,3150000,251550,211900,48450,16850,195
08/05-04:00,3143000,251650,211100,48440,16830,196
08/05-05:00,3144000,252300,210700,48460,16870,195
08/05-06:00,3147000,252300,211150,48540,16865,195
08/05-07:00,3139000,251650,210000,48450,16855,195
08/05-08:00,3168000,252200,210600,48630,16910,196
08/05-09:00,3164000,252000,210900,48940,16940,195
08/05-10:00,3158000,251450,210900,50050,16900,195
08/05-11:00,3165000,251750,213450,51040,17040,196
08/05-12:00,3257000,252700,211700,51430,17055,196
08/05-13:00,3390000,255300,211350,51000,17115,197
08/05-14:00,3418000,256550,212550,50990,17160,197
08/05-15:00,3442000,256500,213150,50900,17115,198
08/05-16:00,3460000,259800,213000,50990,17150,198
08/05-17:00,3380000,265650,213350,51100,17270,198
08/05-18:00,3444000,263150,213850,51080,17310,197
08/05-19:00,3474000,267150,214500,51750,17305,199
08/05-20:00,3476000,273250,215800,51540,17395,198
08/05-21:00,3403000,268100,216600,51150,17365,198
08/05-22:00,3425000,271500,216500,51230,17360,204
08/05-23:00,3440000,269150,217900,51700,17495,206
08/06-00:00,3485000,270800,217350,51560,17405,208
08/06-01:00,3469000,271400,216700,51430,17415,207
08/06-02:00,3531000,273950,217050,51650,17450,206
08/06-03:00,3534000,280750,219000,51740,17610,208
08/06-04:00,3544000,279450,217400,51700,17565,210
08/06-05:00,3534000,281850,218050,51720,17565,210
08/06-06:00,3545000,285900,218600,51720,17640,209
08/06-07:00,3540000,281300,218850,51550,17490,208
08/06-08:00,3558000,283900,219950,52190,17605,207
08/06-09:00,3563000,291450,220400,52420,17980,209
08/06-10:00,3622000,294300,222000,53050,18160,211
08/06-11:00,3611000,304300,220250,53110,18355,215
08/06-12:00,3518000,295500,217150,52100,17880,210
08/06-13:00,3512000,291950,216100,51500,17725,210
08/06-14:00,3530000,293150,216700,51860,17725,209
08/06-15:00,3466000,288050,213050,51150,17495,208
08/06-16:00,3515000,287000,215500,51800,17655,209
08/06-17:00,3480000,285450,213850,51110,17385,208
08/06-18:00,3459000,288000,214600,51090,17430,205
08/06-19:00,3513000,292800,215900,51500,17575,208
08/06-20:00,3497000,292150,215900,51520,17490,207
08/06-21:00,3490000,290400,215950,51540,17525,207
08/06-22:00,3512000,293050,216900,51700,17630,207
08/06-23:00,3521000,292150,217750,52250,17560,208
08/07-00:00,3579000,299750,218350,52250,17800,209
08/07-01:00,3569000,298700,217500,51860,17680,208
08/07-02:00,3598000,302550,218400,51940,17700,209
08/07-03:00,3602000,299450,217450,51760,17600,206
08/07-04:00,3589000,299700,217000,51750,17595,207
08/07-05:00,3602000,302200,217100,51450,17640,208
08/07-06:00,3590000,307550,216300,51550,17720,208
08/07-07:00,3587000,302700,216650,51460,17645,207
08/07-08:00,3579000,301500,216250,51470,17685,207
08/07-09:00,3523000,293950,213500,51030,17370,203
08/07-10:00,3504000,292200,213250,51070,17315,202
08/07-11:00,3493000,289500,212350,50680,17175,201
08/07-12:00,3531000,293400,215050,50960,17275,202
08/07-13:00,3575000,297050,216050,51190,17385,204
08/07-14:00,3560000,295200,215500,50950,17260,203
08/07-15:00,3571000,296050,216250,51160,17305,204
08/07-16:00,3565000,295200,215350,51180,17260,203
08/07-17:00,3549000,295100,215050,51040,17255,204
08/07-18:00,3589000,296100,216250,51200,17265,204
08/07-19:00,3600000,298300,215900,51120,17305,204
08/07-20:00,3595000,298050,217400,51150,17320,203
08/07-21:00,3656000,302000,217200,51600,17400,204
08/07-22:00,3741000,303600,217500,52000,17435,204
08/07-23:00,3724000,304600,216700,51570,17390,204
08/08-00:00,3711000,303000,216150,51470,17360,206
08/08-01:00,3689000,302600,216750,51260,17350,203
08/08-02:00,3688000,300600,216050,51380,17275,203
08/08-03:00,3663000,299500,215500,51500,17220,202
08/08-04:00,3658000,300200,218800,51410,17230,203
08/08-05:00,3685000,301800,219150,51420,17245,203
08/08-06:00,3690000,298300,217050,51220,17340,202
08/08-07:00,3705000,301250,219600,51520,17285,204
08/08-08:00,3759000,303050,219400,51670,17300,203
08/08-09:00,3744000,303100,219900,51750,17295,203
08/08-10:00,3721000,302100,218550,51530,17300,203
08/08-11:00,3783000,303500,219850,51600,17350,203
08/08-12:00,3824000,304900,224300,51930,17355,203
08/08-13:00,3878000,306300,222750,51950,17360,203
08/08-14:00,3894000,306050,221850,51930,17300,204
08/08-15:00,3871000,305500,223050,51920,17300,203
08/08-16:00,3877000,305600,221900,52180,17295,204
08/08-17:00,3885000,306950,222350,51860,17290,204
08/08-18:00,3955000,312850,223450,52550,17355,203
08/08-19:00,3932000,314450,223500,52230,17430,204
08/08-20:00,3903000,319100,223750,52280,17380,203
08/08-21:00,3918000,317400,223500,52090,17355,203
08/08-22:00,3892000,323550,223000,52160,17375,203
08/08-23:00,3843000,320850,219950,52030,17500,210
08/09-00:00,3830000,324500,222900,52000,17570,210
08/09-01:00,3850000,327850,222900,52200,17620,209
08/09-02:00,3842000,327700,222800,52470,17575,209
08/09-03:00,3866000,326300,223600,52310,17585,211
08/09-04:00,3854000,326300,223300,52230,17600,210
08/09-05:00,3885000,329250,223900,52330,17530,209
08/09-06:00,3877000,334450,224300,52460,17510,212
08/09-07:00,3850000,336250,222500,54810,17750,216
08/09-08:00,3897000,336350,231000,55950,18200,214
08/09-09:00,3865000,336250,231800,55370,17970,217
08/09-10:00,3856000,347750,229200,54650,17970,215
08/09-11:00,3835000,357000,227750,54220,18400,213
08/09-12:00,3868000,352050,234450,54990,18325,216
