timestamp,BTC,ETH,DASH,LTC,ETC,XRP
08/09-13:00,3845000,360800,232850,54880,18210,216
08/09-14:00,3832000,358050,231800,54800,18290,216
08/09-15:00,3840000,351400,231100,56300,18045,216
08/09-16:00,3853000,346750,230150,55820,18065,216
08/09-17:00,3842000,345500,229250,55360,17965,213
08/09-18:00,3843000,341000,228750,55700,17960,213
08/09-19:00,3772000,326400,223850,55070,17370,207
08/09-20:00,3753000,331250,222000,54300,17300,208
08/09-21:00,3755000,335000,222300,54430,17410,207
08/09-22:00,3756000,335000,223200,54390,17460,209
08/09-23:00,3738000,327000,223750,55000,17465,208
08/10-00:00,3674000,319400,217900,52900,17170,204
08/10-01:00,3736000,328600,223300,53750,17365,207
08/10-02:00,3747000,328500,224850,54320,17320,206
08/10-03:00,3764000,336850,224350,54420,17480,207
08/10-04:00,3760000,333950,227000,54180,17360,208
08/10-05:00,3794000,338250,226900,54300,17470,209
08/10-06:00,3820000,341350,227250,54580,17620,210
08/10-07:00,3849000,347300,228000,54860,17695,209
08/10-08:00,3759000,334500,226950,53950,17500,207
08/10-09:00,3800000,336650,225550,54080,17385,208
08/10-10:00,3791000,335650,223200,54190,17440,206
08/10-11:00,3822000,337000,224000,54300,17430,208
08/10-12:00,3788000,331000,223600,53930,17315,205
08/10-13:00,3782000,331950,222200,53500,17310,205
08/10-14:00,3797000,334800,223900,53690,17390,207
08/10-15:00,3830000,340000,224100,54000,17440,207
08/10-16:00,3821000,333300,223150,54050,17370,207
08/10-17:00,3863000,338750,235000,54310,17410,206
08/10-18:00,3848000,337850,233000,54210,17420,206
08/10-19:00,3860000,342500,232250,54470,17600,207
08/10-20:00,3847000,340450,230850,54420,17595,208
08/10-21:00,3851000,344600,230450,54300,17550,208
08/10-22:00,3844000,345300,228900,54370,17575,208
08/10-23:00,3844000,342700,229750,54340,17560,207
08/11-00:00,3874000,345000,229550,54810,17610,207
08/11-01:00,3876000,346700,230400,54600,17595,207
08/11-02:00,3881000,346300,229750,54650,17550,208
08/11-03:00,3871000,346100,231050,54430,17485,208
08/11-04:00,3869000,344050,231500,54390,17440,208
08/11-05:00,3863000,343700,229200,54160,17430,207
08/11-06:00,3880000,343050,228300,54050,17485,207
08/11-07:00,3880000,342000,230950,54000,17465,206
08/11-08:00,3881000,341800,229350,54170,17445,207
08/11-09:00,3866000,337000,227900,53260,17350,205
08/11-10:00,3879000,338500,228300,53460,17310,205
08/11-11:00,3885000,339900,228800,53210,17300,205
08/11-12:00,3909000,343950,229850,53630,17490,206
08/11-13:00,3911000,343700,229500,53750,17380,206
08/11-14:00,3914000,343800,229200,53790,17420,207
08/11-15:00,3965000,345200,231200,53840,17520,207
08/11-16:00,3943000,342700,230350,53510,17485,207
08/11-17:00,4001000,345000,231500,53410,17485,207
08/11-18:00,3975000,343500,233800,53460,17420,206
08/11-19:00,3989000,343800,236150,53550,17475,207
08/11-20:00,3998000,342400,234150,53300,17360,206
08/11-21:00,4010000,343700,232600,53320,17340,206
08/11-22:00,4081000,343650,236000,53400,17385,206
08/11-23:00,4085000,343600,234000,53340,17395,205
08/12-00:00,4090000,342300,231900,54270,17330,205
08/12-01:00,4082000,342450,230200,53800,17375,204
08/12-02:00,4036000,346250,230050,53670,17315,205
08/12-03:00,4058000,346500,230050,53610,17325,205
08/12-04:00,4059000,345050,230150,53570,17365,206
08/12-05:00,4069000,344400,231050,53620,17370,206
08/12-06:00,4089000,344750,232450,53730,17325,206
08/12-07:00,4175000,344750,234600,53590,17320,205
08/12-08:00,4184000,353500,235900,53710,17470,205
08/12-09:00,4177000,353900,235000,54200,17425,206
08/12-10:00,4167000,356250,235000,53890,17580,207
08/12-11:00,4121000,356050,234200,53900,17430,206
08/12-12:00,4173000,356850,234750,53880,17415,206
08/12-13:00,4200000,357150,235800,53890,17390,206
08/12-14:00,4260000,360000,242750,53910,17430,206
08/12-15:00,4255000,358950,238550,53980,17390,205
08/12-16:00,4341000,358200,238150,53800,17365,205
08/12-17:00,4369000,359600,237000,53800,17300,205
08/12-18:00,4305000,357500,236800,53560,17315,205
08/12-19:00,4340000,357800,237700,53630,17315,204
08/12-20:00,4311000,354550,237350,53410,17315,204
08/12-21:00,4297000,355000,236500,53370,17210,203
08/12-22:00,4294000,356400,235600,53380,17195,204
08/12-23:00,4311000,357450,235750,53590,17220,203
08/13-00:00,4328000,358400,237050,53900,17190,203
08/13-01:00,4425000,359150,238100,53760,17220,202
08/13-02:00,4420000,358150,238500,53560,17185,200
08/13-03:00,4434000,359900,235800,53450,17135,202
08/13-04:00,4450000,359900,237400,53310,17090,201
08/13-05:00,4461000,359800,236050,53550,17160,202
08/13-06:00,4401000,355350,232500,53780,17065,202
08/13-07:00,4427000,355650,236800,53440,17070,203
08/13-08:00,4433000,356550,236450,53280,17075,201
08/13-09:00,4484000,356000,234600,53300,16990,201
08/13-10:00,4592000,350000,237300,52680,16750,194
08/13-11:00,4799000,344650,230050,51980,16310,193
08/13-12:00,4798000,353850,229950,54800,16900,194
08/13-13:00,4725000,347750,232600,54430,16805,197
08/13-14:00,4743000,346050,234600,54380,16750,196
08/13-15:00,4673000,343800,234450,54220,16625,196
08/13-16:00,4799000,344800,237000,54130,16605,195
08/13-17:00,4825000,343800,235500,53860,16665,194
08/13-18:00,4840000,343550,231500,53780,16555,193
08/13-19:00,4755000,340800,235250,53560,16480,194
08/13-20:00,4776000,340500,233850,53530,16510,193
08/13-21:00,4655000,337500,230000,53400,16380,192
08/13-22:00,4429000,331500,230000,52510,16300,191
08/13-23:00,4643000,333650,237000,53130,16400,191
08/14-00:00,4597000,337700,234500,52650,16385,193
08/14-01:00,4637000,341950,234950,52770,16600,194
08/14-02:00,4667000,341700,232700,52550,16545,194
08/14-03:00,4618000,339300,230350,52650,16400,195
08/14-04:00,4689000,339050,230350,52480,16470,194
08/14-05:00,4630000,339100,229450,52450,16505,194
08/14-06:00,4660000,342850,230000,52600,16420,195
08/14-07:00,4765000,340700,230550,52910,16535,195
08/14-08:00,4751000,342950,231700,52700,16540,194
08/14-09:00,4720000,343650,231250,52740,16415,194
08/14-10:00,4730000,343550,230150,52840,16465,194
08/14-11:00,4701000,349700,230950,53350,16650,195
08/14-12:00,4671000,349700,230050,53080,16600,201
08/14-13:00,4583000,346000,228250,52700,16670,198
08/14-14:00,4670000,347700,229650,52950,16575,198
08/14-15:00,4641000,348000,229550,52850,16575,200
08/14-16:00,4693000,348000,230600,52800,16550,201
08/14-17:00,4680000,347950,229700,52710,16520,198
08/14-18:00,4743000,346000,230550,53060,16430,197
08/14-19:00,4810000,346250,231450,52570,16410,196
08/14-20:00,4820000,344850,231400,52460,16390,196
08/14-21:00,4770000,346250,230750,52430,16330,196
08/14-22:00,4806000,346400,229900,52610,16320,196
08/14-23:00,4849000,344650,229600,52240,16235,195
08/15-00:00,4876000,344300,227500,52090,16145,195
08/15-01:00,4875000,341200,226800,52160,16200,195
08/15-02:00,4908000,343650,227400,52020,16195,195
08/15-03:00,4919000,341550,225650,52110,16110,195
08/15-04:00,4934000,342050,226500,52080,16100,195
08/15-05:00,4879000,346000,231000,52230,16220,196
08/15-06:00,4904000,345400,232500,52380,16190,195
08/15-07:00,4944000,344400,227450,52150,16150,195
08/15-08:00,4917000,343550,228400,52410,16250,195
08/15-09:00,4959000,342650,228700,52360,16120,194
08/15-10:00,4997000,342750,230000,51920,16025,193
08/15-11:00,5059000,340050,228750,51660,15885,193
08/15-12:00,5115000,340900,229050,51500,15900,192
08/15-13:00,5110000,338750,229700,51430,15800,191
08/15-14:00,5054000,338800,230600,50050,15750,192
08/15-15:00,5052000,336700,228700,49510,15690,191
08/15-16:00,4970000,335250,227900,49380,15590,190
08/15-17:00,4988000,339600,228300,50060,15850,191
08/15-18:00,4965000,339700,229600,50100,15840,191
08/15-19:00,4873000,337750,230600,49320,15895,191
08/15-20:00,4838000,337000,228650,49460,15925,189
08/15-21:00,4849000,336500,230200,49430,15790,190
08/15-22:00,4804000,335800,228600,49350,15700,188
08/15-23:00,4607000,328500,228500,49900,15600,187
08/16-00:00,4645000,326550,229900,49840,15470,184
08/16-01:00,4704000,329900,235150,50190,15670,185
08/16-02:00,4771000,330750,234150,49770,15625,187
08/16-03:00,4799000,333900,235600,50000,15660,187
08/16-04:00,4797000,333350,234150,49850,15645,186
08/16-05:00,4780000,333150,230150,50000,15770,184
08/16-06:00,4791000,332200,234950,50300,15645,185
08/16-07:00,4854000,335150,237250,50390,15730,184
08/16-08:00,4918000,333750,238350,50700,15730,187
08/16-09:00,4869000,334450,237000,50190,15695,186
08/16-10:00,4875000,338000,237150,50230,15790,184
08/16-11:00,4880000,337500,236600,50450,15725,185
08/16-12:00,4776000,334250,236000,50390,15725,183
08/16-13:00,4781000,335450,238100,50070,15700,184
08/16-14:00,4750000,334450,236500,50140,15720,182
08/16-15:00,4683000,331350,235400,49590,15615,179
08/16-16:00,4797000,333200,237500,49900,15675,180
08/16-17:00,4771000,333000,244000,49650,15640,180
08/16-18:00,4822000,335400,268100,50450,15620,180
08/16-19:00,4819000,335450,256500,49920,15655,181
08/16-20:00,4779000,342300,248700,49480,15650,181
08/16-21:00,4766000,343550,247500,49820,15720,180
08/16-22:00,4816000,343600,255500,50120,15810,181
08/16-23:00,4796000,348900,259450,50190,16500,186
08/17-00:00,4794000,349150,258300,50670,16470,183
08/17-01:00,4902000,343850,263000,51020,16190,182
08/17-02:00,4880000,345300,267900,51000,16195,182
08/17-03:00,4850000,344600,263400,50830,16180,181
08/17-04:00,4895000,344600,264950,50750,16105,181
08/17-05:00,4907000,341700,263950,51050,16115,182
08/17-06:00,4944000,342650,259550,50990,16085,183
08/17-07:00,4900000,345450,260500,50710,16030,182
08/17-08:00,4906000,343000,267150,50370,16040,181
08/17-09:00,4952000,343550,264000,50150,16190,182
08/17-10:00,4935000,347700,264000,50520,16220,183
08/17-11:00,4928000,345300,260150,50340,16125,183
08/17-12:00,4937000,345200,262600,50150,16095,182
08/17-13:00,4909000,344250,264900,50290,16025,182
08/17-14:00,4922000,344100,266000,50100,15950,182
08/17-15:00,4928000,345200,279000,50330,15985,182
08/17-16:00,4933000,347100,280300,50580,16055,181
08/17-17:00,4944000,351400,283900,50440,16100,181
08/17-18:00,4945000,349500,281400,50200,16065,181
08/17-19:00,5009000,348300,280850,50300,15980,180
08/17-20:00,5020000,346550,279000,50290,15945,180
08/17-21:00,4979000,348700,279150,50420,15910,181
08/17-22:00,5009000,350450,279650,50190,15925,180
08/17-23:00,5040000,344950,298800,49970,15765,180
08/18-00:00,5035000,344050,292350,49970,15855,179
08/18-01:00,4920000,339650,280000,49960,15710,178
08/18-02:00,4956000,344250,282500,50030,15855,179
08/18-03:00,4886000,342150,279000,49960,15845,178
08/18-04:00,4872000,341250,277750,49500,15820,179
08/18-05:00,4942000,343450,280250,50000,15805,179
08/18-06:00,4948000,346800,280600,50080,15940,182
08/18-07:00,4940000,344150,279450,50010,15930,181
08/18-08:00,4921000,342300,274500,49880,15880,181
08/18-09:00,4851000,339300,267500,49550,15735,178
08/18-10:00,4888000,340100,266600,49500,15665,177
08/18-11:00,4901000,341750,272550,50980,15830,178
08/18-12:00,4871000,342650,272950,50950,15865,179
08/18-13:00,4902000,344400,271450,50540,15845,179
08/18-14:00,4897000,343200,269650,53100,15785,178
08/18-15:00,4908000,345750,273200,52000,15855,180
08/18-16:00,4909000,346000,271000,54060,15935,179
08/18-17:00,4908000,347400,269600,52980,16155,183
08/18-18:00,4891000,344450,269900,52800,15940,182
08/18-19:00,4907000,346100,270550,52850,16035,183
08/18-20:00,4921000,346900,268450,53200,16075,182
08/18-21:00,4919000,346900,268850,52940,16135,182
08/18-22:00,4906000,345650,268400,52900,16060,181
08/18-23:00,4888000,342850,264000,52000,15900,181
08/19-00:00,4900000,343750,265400,52190,15965,180
08/19-01:00,4887000,343800,268900,52150,15995,181
08/19-02:00,4869000,342350,266650,52200,16035,187
08/19-03:00,4826000,341500,261200,51700,15865,184
08/19-04:00,4779000,338900,260000,51180,15760,182
08/19-05:00,4798000,342000,257800,51310,15830,185
08/19-06:00,4699000,338900,254350,51030,15745,184
08/19-07:00,4726000,336050,258200,51010,15675,181
08/19-08:00,4788000,340250,261050,52170,15755,182
08/19-09:00,4771000,340000,259150,53950,15855,183
08/19-10:00,4812000,342400,268050,52820,15840,182
08/19-11:00,4787000,340800,266650,52780,15850,182
08/19-12:00,4833000,343700,265000,52780,15895,183
08/19-13:00,4776000,340650,266550,52090,16025,182
08/19-14:00,4765000,341300,265700,52110,15950,182
08/19-15:00,4716000,339450,264700,51650,15840,180
08/19-16:00,4680000,338200,264700,51450,15785,181
08/19-17:00,4729000,338100,263900,51390,15825,180
08/19-18:00,4695000,335850,266000,51750,15710,179
08/19-19:00,4736000,339300,269100,51750,15785,180
08/19-20:00,4691000,333800,264950,50990,15595,178
08/19-21:00,4639000,331900,263050,50940,15425,178
08/19-22:00,4776000,337400,286050,50990,15615,179
08/19-23:00,4710000,333700,282000,51060,15520,177
08/20-00:00,4718000,334450,374500,52060,15600,177
08/20-01:00,4764000,341000,399950,53680,15750,178
08/20-02:00,4744000,340400,336000,52390,15795,179
08/20-03:00,4774000,344800,324300,52030,15855,181
08/20-04:00,4792000,340000,318950,52100,15745,178
08/20-05:00,4785000,340250,331900,52060,15790,179
08/20-06:00,4820000,342950,325700,52300,15785,179
08/20-07:00,4794000,340800,312900,52440,15700,179
08/20-08:00,4849000,341400,380000,52970,15785,180
08/20-09:00,4809000,337550,335600,51810,15655,177
08/20-10:00,4791000,337000,347400,51890,15670,177
08/20-11:00,4794000,338500,377000,51970,15655,177
08/20-12:00,4788000,339750,355100,51890,15645,178
08/20-13:00,4777000,340250,373050,51900,15725,177
08/20-14:00,4805000,339600,362950,52000,15695,178
08/20-15:00,4813000,340750,364400,52390,15675,178
08/20-16:00,4795000,341600,357700,52040,15630,177
08/20-17:00,4810000,339650,356900,51900,15655,178
08/20-18:00,4817000,340100,359950,52100,15645,178
08/20-19:00,4814000,341650,355150,52200,15790,179
08/20-20:00,4794000,343000,353300,52120,15800,180
08/20-21:00,4788000,342100,351400,52020,15755,179
08/20-22:00,4789000,343000,348350,52220,15780,180
08/20-23:00,4771000,341350,343200,52100,15800,180
08/21-00:00,4763000,341850,339100,52460,15795,183
08/21-01:00,4767000,340800,336450,53290,15790,180
08/21-02:00,4758000,340100,334950,54050,15910,183
08/21-03:00,4734000,341600,333100,53780,16080,182
08/21-04:00,4774000,341900,331500,53700,16050,182
08/21-05:00,4758000,341100,338300,53300,15940,183
08/21-06:00,4764000,341200,336650,53710,15975,182
08/21-07:00,4776000,340350,352250,53470,16000,183
08/21-08:00,4768000,344000,342950,53620,16120,183
08/21-09:00,4730000,347800,337800,52960,15940,181
08/21-10:00,4725000,342300,336950,53020,15965,181
08/21-11:00,4726000,342350,336350,52980,15970,180
08/21-12:00,4711000,343500,343500,53010,15980,182
08/21-13:00,4714000,345450,340500,53010,15920,181
08/21-14:00,4715000,348400,340950,52900,15915,182
08/21-15:00,4663000,363000,333550,52200,15935,180
08/21-16:00,4677000,366000,331750,52610,15980,180
08/21-17:00,4654000,363850,332200,52590,16000,180
08/21-18:00,4693000,365750,332850,52600,15965,181
08/21-19:00,4715000,368950,331600,53200,16010,180
08/21-20:00,4723000,371000,332150,53540,16030,180
08/21-21:00,4648000,379200,328000,53080,15980,179
08/21-22:00,4652000,378000,329500,53070,15900,180
08/21-23:00,4611000,389900,319700,52710,16720,179
08/22-00:00,4639000,380400,333500,53090,16245,180
08/22-01:00,4622000,381300,320000,53200,16225,181
08/22-02:00,4619000,386300,320900,53250,16225,181
08/22-03:00,4601000,380050,320100,53160,16315,189
08/22-04:00,4588000,373850,318850,53120,16335,186
08/22-05:00,4572000,378750,319950,53630,16670,190
08/22-06:00,4541000,368350,317200,53040,16470,199
08/22-07:00,4620000,371950,322550,53590,16345,200
08/22-08:00,4535000,360650,315100,54800,16160,229
08/22-09:00,4515000,363450,317350,53700,16320,215
08/22-10:00,4391000,365400,316950,52610,16595,223
08/22-11:00,4312000,352750,311700,52260,16150,213
08/22-12:00,4384000,355900,311250,52470,16165,208
08/22-13:00,4356000,351050,311500,52300,16060,216
08/22-14:00,4169000,338500,292900,50670,15600,207
08/22-15:00,4286000,348000,304350,51600,15835,206
08/22-16:00,4362000,345800,308000,51830,15690,200
08/22-17:00,4381000,344600,310200,51990,15735,197
08/22-18:00,4383000,346450,314900,51560,15725,204
08/22-19:00,4603000,354000,323950,52500,15850,205
08/22-20:00,4468000,352850,320150,52330,15830,209
08/22-21:00,4457000,353300,315400,51820,15805,219
08/22-22:00,4500000,349950,315600,52320,16090,225
08/22-23:00,4436000,348200,353300,52080,15860,219
08/23-00:00,4437000,351650,327000,52300,15850,227
08/23-01:00,4415000,349250,326000,52150,15890,237
08/23-02:00,4426000,352150,325050,52000,16105,262
08/23-03:00,4489000,353750,324950,52040,15940,258
08/23-04:00,4577000,352200,323500,51820,15965,257
08/23-05:00,4618000,349600,321600,52020,15885,286
08/23-06:00,4528000,350400,322500,51790,16230,278
08/23-07:00,4575000,350500,320000,51890,16090,284
08/23-08:00,4522000,352500,320800,52040,16085,267
08/23-09:00,4598000,353000,325050,52740,16290,270
08/23-10:00,4599000,353450,328850,52200,16200,267
08/23-11:00,4680000,353900,328000,52470,16380,282
08/23-12:00,4617000,353850,326800,52200,16235,297
08/23-13:00,4621000,352950,325000,52750,16350,336
08/23-14:00,4639000,361450,327000,52450,16480,317
08/23-15:00,4622000,359900,333000,52600,16420,322
08/23-16:00,4641000,361700,333900,52650,16385,322
08/23-17:00,4640000,360050,331900,52870,16365,333
08/23-18:00,4699000,362100,330750,53350,16635,330
08/23-19:00,4750000,360850,329900,54330,18495,315
08/23-20:00,4754000,362800,332000,53620,17990,320
08/23-21:00,4766000,360850,331450,53310,18200,319
08/23-22:00,4759000,359300,328750,53630,17780,324
08/23-23:00,4747000,356950,327950,53150,17600,328
08/24-00:00,4708000,358950,325650,53490,17575,330
08/24-01:00,4748000,360750,328850,53260,17820,325
08/24-02:00,4756000,360400,330500,53160,18410,322
08/24-03:00,4703000,360400,329100,53650,18300,322
08/24-04:00,4675000,360350,329600,53810,18020,307
08/24-05:00,4640000,358700,326000,56000,17700,277
08/24-06:00,4640000,356850,327900,62950,17065,251
08/24-07:00,4614000,356750,326600,57650,17105,268
08/24-08:00,4681000,357100,326300,57000,17335,304
08/24-09:00,4682000,358050,330050,61350,17300,279
08/24-10:00,4682000,358250,330400,59200,17365,289
08/24-11:00,4714000,358450,330100,57930,17050,280
08/24-12:00,4693000,358400,330000,57970,17300,283
08/24-13:00,4690000,359050,330000,58250,17340,272
08/24-14:00,4675000,358950,329950,57950,17160,275
08/24-15:00,4679000,359000,328650,57800,17200,282
08/24-16:00,4672000,358250,327650,57390,17220,304
08/24-17:00,4730000,360000,330500,57420,17690,298
08/24-18:00,4734000,360550,331450,57220,17760,294
08/24-19:00,4690000,360000,330900,58210,17360,299
08/24-20:00,4714000,359800,330000,58130,17540,297
08/24-21:00,4689000,362600,331000,57740,17460,300
08/24-22:00,4709000,362700,333000,57840,17400,300
08/24-23:00,4700000,362150,331000,57410,17395,322
08/25-00:00,4733000,362400,340150,56950,17475,311
08/25-01:00,4725000,361300,338550,56660,17315,310
08/25-02:00,4745000,363900,336900,57670,17210,267
08/25-03:00,4732000,364300,338650,58780,17180,259
08/25-04:00,4750000,364800,337950,57980,17200,263
08/25-05:00,4772000,364000,337100,58080,17265,261
08/25-06:00,4770000,364050,338700,58400,17275,263
08/25-07:00,4790000,364450,339850,57650,17215,271
08/25-08:00,4886000,366200,339950,56800,17165,246
08/25-09:00,4841000,367050,370000,55800,17020,247
08/25-10:00,4932000,367850,344050,56710,17190,240
08/25-11:00,4882000,367000,345700,56510,17130,237
08/25-12:00,4888000,373250,352550,56550,17080,233
08/25-13:00,4877000,369600,350900,56570,17210,239
08/25-14:00,4861000,372000,350050,56540,17095,258
08/25-15:00,4846000,376650,355000,55950,17160,257
08/25-16:00,4872000,376000,354950,56400,17240,252
08/25-17:00,4882000,376000,354900,56340,17230,254
08/25-18:00,4886000,376050,355100,56620,17290,255
08/25-19:00,4914000,373050,353500,57240,17240,250
08/25-20:00,4885000,372650,352050,56890,17250,246
08/25-21:00,4863000,369950,348800,56450,17100,239
08/25-22:00,4884000,373950,351700,56640,17170,241
08/25-23:00,4888000,372900,351150,57330,17135,245
08/26-00:00,4908000,373500,352850,57300,17145,246
08/26-01:00,4943000,375800,352650,57890,17300,242
08/26-02:00,4968000,375700,352150,57820,17295,241
08/26-03:00,4927000,373550,352500,57830,17170,243
08/26-04:00,4960000,373600,353600,58120,17155,243
08/26-05:00,4872000,370800,353800,57330,17105,242
08/26-06:00,4879000,371500,354650,57300,17150,242
08/26-07:00,4881000,373450,354300,57190,17150,244
08/26-08:00,4927000,373400,352800,57290,17150,245
08/26-09:00,4910000,371950,353500,57350,17115,243
08/26-10:00,4895000,371800,355000,57030,17155,244
08/26-11:00,4888000,370250,356050,56920,17205,251
08/26-12:00,4869000,369300,364700,56980,17115,252
08/26-13:00,4879000,369850,364200,56980,17055,246
08/26-14:00,4888000,371350,371400,57010,17115,248
08/26-15:00,4886000,371050,379600,57110,17130,248
08/26-16:00,4894000,371400,397350,57030,17130,246
08/26-17:00,4899000,373400,383050,57370,17170,245
08/26-18:00,4899000,373000,383500,57260,17140,245
08/26-19:00,4884000,373200,387050,57310,17150,246
08/26-20:00,4892000,373200,387000,57400,17185,246
08/26-21:00,4903000,372750,390950,57400,17310,245
08/26-22:00,4870000,371450,431000,57200,17190,242
08/26-23:00,4882000,379200,419000,57430,17115,239
08/27-00:00,4881000,375350,435850,57350,17150,239
08/27-01:00,4871000,373100,429050,59240,17145,237
08/27-02:00,4879000,376100,415350,57890,17225,240
08/27-03:00,4872000,375400,422900,57870,17235,241
08/27-04:00,4890000,376350,431900,58040,17260,240
08/27-05:00,4897000,376800,425300,58100,17265,241
08/27-06:00,4899000,377500,417550,58290,17270,241
08/27-07:00,4909000,376200,430300,58700,17250,242
08/27-08:00,4901000,376750,455900,58260,17160,241
08/27-09:00,4910000,378200,451000,58740,17235,239
08/27-10:00,4906000,382650,435500,58450,17220,237
08/27-11:00,4951000,381850,436000,58480,17365,235
08/27-12:00,4933000,380700,433900,60370,17270,231
08/27-13:00,4913000,378350,431000,61130,17345,232
08/27-14:00,4903000,378500,415500,63650,17360,228
08/27-15:00,4902000,378500,420800,62330,17445,227
08/27-16:00,4928000,379850,427000,61880,17505,234
08/27-17:00,4923000,379450,427900,62230,17390,232
08/27-18:00,4918000,379200,434400,61720,17600,232
08/27-19:00,4905000,380950,434000,62200,17460,230
08/27-20:00,4904000,379700,433550,63500,17525,229
08/27-21:00,4919000,379050,426950,64560,17700,227
08/27-22:00,4915000,380650,419800,66600,18450,226
08/27-23:00,4909000,380200,421100,66390,18110,227
08/28-00:00,4902000,378050,415000,64330,17535,225
08/28-01:00,4905000,380100,410950,65970,17870,226
08/28-02:00,4901000,379550,409150,69500,17730,228
08/28-03:00,4897000,381400,412700,69870,17695,228
08/28-04:00,4896000,383000,413050,68990,17775,229
08/28-05:00,4885000,382050,407050,69940,18045,229
08/28-06:00,4898000,381550,406300,71320,18360,228
08/28-07:00,4913000,383450,405150,72390,18270,228
08/28-08:00,4891000,383400,416500,68700,18000,228
08/28-09:00,4887000,390000,407000,68500,17960,228
08/28-10:00,4866000,389350,405800,69390,18295,226
08/28-11:00,4866000,389600,412250,69200,18200,227
08/28-12:00,4868000,391100,407000,69760,18195,226
08/28-13:00,4861000,389850,411900,69610,18180,228
08/28-14:00,4834000,384600,408700,68600,17870,226
08/28-15:00,4821000,383800,405300,67820,17870,227
08/28-16:00,4830000,385000,405450,68430,17850,226
08/28-17:00,4830000,380400,398000,67500,17600,222
08/28-18:00,4815000,381100,401950,68100,17690,224
08/28-19:00,4880000,385000,403700,70020,17700,224
08/28-20:00,4891000,385000,401450,69600,17645,223
08/28-21:00,4886000,386300,401800,70790,17710,222
08/28-22:00,4866000,388200,401700,71500,17840,222
08/28-23:00,4893000,386900,399600,71640,17690,222
08/29-00:00,4889000,389200,408400,70360,17835,227
08/29-01:00,4877000,386950,400000,70870,17750,228
08/29-02:00,4894000,386000,399150,70790,17725,242
08/29-03:00,4870000,385400,395000,70500,17550,248
08/29-04:00,4859000,386300,397100,71290,17745,244
08/29-05:00,4857000,387250,396600,71340,17640,247
08/29-06:00,4871000,386000,395400,70550,17575,259
08/29-07:00,4896000,388600,399000,69680,17675,252
08/29-08:00,4887000,387900,399150,69380,17690,251
08/29-09:00,4910000,388650,398500,69620,17675,251
08/29-10:00,4909000,389000,400750,70090,17710,242
08/29-11:00,4907000,390250,404650,70000,17720,243
08/29-12:00,4913000,390200,407000,69990,17695,244
08/29-13:00,4928000,391450,404400,69820,17700,243
08/29-14:00,4922000,393000,405000,69750,17690,241
08/29-15:00,4913000,397000,403800,69500,17670,246
08/29-16:00,4909000,393900,400450,69870,17640,246
08/29-17:00,4898000,396250,404250,69530,17830,248
08/29-18:00,4906000,399750,402500,69350,17705,247
08/29-19:00,4902000,408100,402650,69510,18000,245
08/29-20:00,4902000,407000,402150,70250,17935,244
08/29-21:00,4923000,401050,402100,69100,17750,248
08/29-22:00,4940000,401800,399800,69140,17730,253
08/29-23:00,5078000,403700,396550,68440,17660,247
08/30-00:00,5056000,404250,397800,68980,17710,248
08/30-01:00,5090000,408550,398300,68420,17715,249
08/30-02:00,5052000,409800,401600,69120,17675,246
08/30-03:00,5044000,410850,400000,69270,17690,247
08/30-04:00,5041000,409000,400950,69380,17705,246
08/30-05:00,5076000,409700,402450,70300,17650,247
08/30-06:00,5093000,413900,411000,70160,17750,247
08/30-07:00,5134000,419650,403200,69500,17695,245
08/30-08:00,5108000,415500,402000,69510,17745,244
08/30-09:00,5091000,412800,401750,70520,17700,245
08/30-10:00,5120000,414300,402450,70120,17760,247
08/30-11:00,5146000,416950,401150,70220,17840,248
08/30-12:00,5137000,417100,402700,70220,17795,248
08/30-13:00,5135000,419350,405700,70440,17755,248
08/30-14:00,5143000,426400,417000,70110,17790,248
08/30-15:00,5151000,429550,411100,70000,17860,246
08/30-16:00,5158000,430150,414500,70000,17940,246
08/30-17:00,5103000,423400,411750,69950,17910,248
08/30-18:00,5089000,419000,406500,69510,17765,247
08/30-19:00,5022000,412600,405200,69230,17760,245
08/30-20:00,5034000,415600,407500,69390,17620,245
08/30-21:00,5054000,418750,407150,69310,17675,246
08/30-22:00,5094000,423500,410800,69800,17695,248
08/30-23:00,5088000,421200,408000,70180,17700,248
08/31-00:00,5050000,416800,409350,69200,17630,256
08/31-01:00,5056000,422000,407800,69270,17635,251
08/31-02:00,5080000,425000,409000,69270,17690,253
08/31-03:00,5076000,424800,407800,69450,17630,252
08/31-04:00,5067000,426150,410000,69610,17635,252
08/31-05:00,5061000,427550,411000,69490,17685,253
08/31-06:00,5071000,429550,410000,69750,17650,253
08/31-07:00,5068000,424050,407850,69880,17670,251
08/31-08:00,5071000,426400,407700,70100,17665,253
08/31-09:00,5052000,422950,410000,71710,17675,255
08/31-10:00,5077000,422400,411000,71740,17720,256
08/31-11:00,5098000,422600,410700,72970,17830,256
08/31-12:00,5122000,424950,414000,73640,17830,256
08/31-13:00,5113000,425200,414100,72780,17790,254
08/31-14:00,5103000,422150,411100,72120,17780,254
08/31-15:00,5121000,422400,411500,72260,17795,255
08/31-16:00,5099000,421750,410450,72000,17730,256
08/31-17:00,5100000,421850,413000,71980,17765,255
08/31-18:00,5112000,421350,411550,72210,17810,258
08/31-19:00,5107000,421650,411400,71960,17860,257
08/31-20:00,5143000,425150,412750,72640,18000,256
08/31-21:00,5160000,424350,412400,72800,17880,257
